zip,city,state,lat,lon
01471,Groton,MA,42.607854,-71.572329
01470,Groton,MA,42.608252,-71.57189
01473,Westminster,MA,42.540906,-71.906138
01474,West Townsend,MA,42.67116,-71.71308
01475,Winchendon,MA,42.677984,-72.045113
01501,Auburn,MA,42.205001,-71.840473
01504,Blackstone,MA,42.026266,-71.528483
01503,Berlin,MA,42.374084,-71.632431
01505,Boylston,MA,42.331643,-71.734141
01507,Charlton,MA,42.148385,-71.941347
01506,Brookfield,MA,42.203252,-72.10005
01510,Clinton,MA,42.419337,-71.685094
01515,East Brookfield,MA,42.222612,-72.053004
01516,Douglas,MA,42.05772,-71.75502
01518,Fiskdale,MA,42.120891,-72.110243
01519,Grafton,MA,42.201023,-71.687981
01520,Holden,MA,42.345803,-71.846302
01521,Holland,MA,42.042514,-72.149839
01522,Jefferson,MA,42.37458,-71.866788
01524,Leicester,MA,42.232557,-71.91828
01523,Lancaster,MA,42.477605,-71.684044
01527,Millbury,MA,42.197286,-71.770146
01529,Millville,MA,42.023722,-71.58381
01531,New Braintree,MA,42.321017,-72.142586
01532,Northborough,MA,42.316146,-71.648168
01534,Northbridge,MA,42.143607,-71.654859
01535,North Brookfield,MA,42.267155,-72.075987
01536,North Grafton,MA,42.229493,-71.703587
01537,North Oxford,MA,42.167512,-71.8889
01540,Oxford,MA,42.112676,-71.870984
01541,Princeton,MA,42.450061,-71.884655
01542,Rochdale,MA,42.198886,-71.905902
01543,Rutland,MA,42.374268,-71.95045
01545,Shrewsbury,MA,42.286758,-71.72154
01546,Shrewsbury,MA,42.29182,-71.745989
01550,Southbridge,MA,42.077174,-72.032139
01560,South Grafton,MA,42.177849,-71.693325
01562,Spencer,MA,42.248647,-71.995246
01564,Sterling,MA,42.44166,-71.77458
01566,Sturbridge,MA,42.110485,-72.076312
01569,Uxbridge,MA,42.07843,-71.634079
01568,Upton,MA,42.171445,-71.604409
01570,Webster,MA,42.052997,-71.87971
01571,Dudley,MA,42.057246,-71.912522
01581,Westborough,MA,42.26661,-71.617194
01583,West Boylston,MA,42.360502,-71.787608
01585,West Brookfield,MA,42.235246,-72.146449
01588,Whitinsville,MA,42.122324,-71.671383
01590,Sutton,MA,42.138424,-71.752496
01602,Worcester,MA,42.27018,-71.845149
01603,Worcester,MA,42.240138,-71.83701
01605,Worcester,MA,42.286159,-71.795924
01604,Worcester,MA,42.254072,-71.773068
01606,Worcester,MA,42.31095,-71.801404
01608,Worcester,MA,42.261746,-71.802267
01609,Worcester,MA,42.276415,-71.819491
01610,Worcester,MA,42.249011,-71.807956
01607,Worcester,MA,42.22725,-71.793758
01611,Cherry Valley,MA,42.242998,-71.873372
01612,Paxton,MA,42.30158,-71.909525
01653,Worcester,MA,42.292703,-71.779043
01701,Framingham,MA,42.315117,-71.43412
01655,Worcester,MA,42.276871,-71.761225
01702,Framingham,MA,42.272053,-71.424769
01718,Village of Nagog Woods,MA,42.517046,-71.412305
01719,Boxborough,MA,42.484999,-71.518519
01720,Acton,MA,42.477355,-71.446686
01721,Ashland,MA,42.253129,-71.460756
01731,Hanscom AFB,MA,42.453933,-71.278811
01740,Bolton,MA,42.436503,-71.608599
01730,Bedford,MA,42.493394,-71.278531
01741,Carlisle,MA,42.530569,-71.348298
01742,Concord,MA,42.456444,-71.370954
01745,Fayville,MA,42.29231,-71.504095
01746,Holliston,MA,42.198796,-71.435066
01747,Hopedale,MA,42.128675,-71.536023
01748,Hopkinton,MA,42.217945,-71.533938
01749,Hudson,MA,42.388756,-71.557437
01752,Marlborough,MA,42.349703,-71.546947
01754,Maynard,MA,42.430993,-71.451177
01757,Milford,MA,42.149786,-71.522396
01756,Mendon,MA,42.097875,-71.549061
01760,Natick,MA,42.287156,-71.352308
01770,Sherborn,MA,42.232964,-71.381395
01772,Southborough,MA,42.295044,-71.532273
01773,Lincoln,MA,42.423884,-71.314205
01775,Stow,MA,42.423402,-71.514638
01776,Sudbury,MA,42.382955,-71.427696
01778,Wayland,MA,42.3612,-71.36388
01801,Woburn,MA,42.484238,-71.15743
01805,Burlington,MA,42.506346,-71.198244
01803,Burlington,MA,42.508545,-71.201304
01810,Andover,MA,42.648787,-71.162026
01812,Andover,MA,42.648594,-71.182543
01813,Woburn,MA,42.508236,-71.123401
01815,Woburn,MA,42.505881,-71.127147
01821,Billerica,MA,42.549001,-71.247667
01824,Chelmsford,MA,42.62328,-71.36472
01826,Dracut,MA,42.676829,-71.314567
01827,Dunstable,MA,42.669019,-71.496025
01830,Haverhill,MA,42.781433,-71.084197
01832,Haverhill,MA,42.781791,-71.117351
01833,Georgetown,MA,42.72468,-70.9758
01834,Groveland,MA,42.755514,-71.029608
01835,Haverhill,MA,42.754563,-71.087282
01840,Lawrence,MA,42.710311,-71.16402
01841,Lawrence,MA,42.711749,-71.16384
01843,Lawrence,MA,42.692019,-71.164643
01844,Methuen,MA,42.728753,-71.180274
01845,North Andover,MA,42.686182,-71.105718
01850,Lowell,MA,42.654952,-71.306891
01851,Lowell,MA,42.631561,-71.333924
01852,Lowell,MA,42.634512,-71.296816
01854,Lowell,MA,42.647505,-71.336201
01860,Merrimac,MA,42.836632,-71.006424
01862,North Billerica,MA,42.56736,-71.29122
01863,North Chelmsford,MA,42.63329,-71.384253
01864,North Reading,MA,42.578246,-71.093981
01867,Reading,MA,42.529523,-71.108868
01876,Tewksbury,MA,42.599815,-71.222861
01879,Tyngsboro,MA,42.673414,-71.416749
01880,Wakefield,MA,42.502111,-71.069674
01886,Westford,MA,42.589321,-71.437474
01887,Wilmington,MA,42.55977,-71.169957
01889,North Reading,MA,42.572012,-71.111231
01890,Winchester,MA,42.452923,-71.146003
01899,Andover,MA,42.650375,-71.184561
01901,Lynn,MA,42.463486,-70.943394
01902,Lynn,MA,42.472369,-70.941341
01904,Lynn,MA,42.48896,-70.963687
01905,Lynn,MA,42.464742,-70.973863
01906,Saugus,MA,42.459776,-71.009684
01907,Swampscott,MA,42.472258,-70.908157
01908,Nahant,MA,42.426338,-70.924198
01910,Lynn,MA,42.473328,-70.961315
01913,Amesbury,MA,42.85592,-70.93645
01915,Beverly,MA,42.56646,-70.85328
01921,Boxford,MA,42.674498,-71.003708
01922,Byfield,MA,42.755852,-70.931083
01923,Danvers,MA,42.570577,-70.944262
01929,Essex,MA,42.630853,-70.783172
01930,Gloucester,MA,42.6285,-70.68624
01938,Ipswich,MA,42.682211,-70.846774
01940,Lynnfield,MA,42.53609,-71.026506
01944,Manchester,MA,42.580512,-70.767075
01945,Marblehead,MA,42.49703,-70.866105
01949,Middleton,MA,42.596262,-71.015245
01950,Newburyport,MA,42.811261,-70.877264
01951,Newbury,MA,42.789959,-70.844019
01952,Salisbury,MA,42.84348,-70.82058
01960,Peabody,MA,42.533241,-70.972639
01966,Rockport,MA,42.658742,-70.618711
01969,Rowley,MA,42.721075,-70.898492
01982,South Hamilton,MA,42.619543,-70.86166
01970,Salem,MA,42.518116,-70.904469
01983,Topsfield,MA,42.640415,-70.947058
01985,West Newbury,MA,42.790919,-70.975482
02021,Canton,MA,42.164447,-71.131647
02030,Dover,MA,42.234095,-71.28611
02025,Cohasset,MA,42.237751,-70.809991
01984,Wenham,MA,42.603665,-70.888664
02019,Bellingham,MA,42.068354,-71.476042
02026,Dedham,MA,42.244649,-71.16764
02032,East Walpole,MA,42.154795,-71.216436
02038,Franklin,MA,42.093298,-71.404394
02035,Foxboro,MA,42.062193,-71.243476
02043,Hingham,MA,42.227974,-70.89115
02044,Hingham,MA,42.242484,-70.892883
02045,Hull,MA,42.230785,-70.839051
02048,Mansfield,MA,42.023917,-71.218787
02050,Marshfield,MA,42.126517,-70.73631
02052,Medfield,MA,42.177982,-71.305897
02053,Medway,MA,42.145235,-71.407864
02054,Millis,MA,42.167699,-71.360144
02056,Norfolk,MA,42.118496,-71.328676
02062,Norwood,MA,42.185459,-71.202181
02061,Norwell,MA,42.156831,-70.821267
02066,Scituate,MA,42.199513,-70.746169
02071,South Walpole,MA,42.104986,-71.270463
02067,Sharon,MA,42.111505,-71.179831
02072,Stoughton,MA,42.124896,-71.109196
02081,Walpole,MA,42.142932,-71.25713
02090,Westwood,MA,42.216043,-71.204408
02108,Boston,MA,42.358664,-71.071293
02109,Boston,MA,42.36796,-71.05478
02110,Boston,MA,42.35819,-71.050678
02113,Boston,MA,42.365976,-71.05308
02114,Boston,MA,42.360587,-71.065447
02116,Boston,MA,42.347026,-71.074793
02118,Boston,MA,42.33696,-71.06376
02093,Wrentham,MA,42.057241,-71.344361
02111,Boston,MA,42.351267,-71.064699
02115,Boston,MA,42.341535,-71.094458
02119,Roxbury,MA,42.28824,-71.04744
02120,Roxbury Crossing,MA,42.334141,-71.097433
02122,Dorchester,MA,42.297038,-71.054735
02121,Dorchester,MA,42.306015,-71.084811
02124,Dorchester Center,MA,42.286139,-71.070555
02125,Dorchester,MA,42.313703,-71.062976
02126,Mattapan,MA,42.27469,-71.089937
02127,Boston,MA,42.33896,-71.02529
02128,Boston,MA,42.383079,-71.018049
02129,Charlestown,MA,42.33618,-71.10366
02130,Jamaica Plain,MA,42.29472,-71.13054
02131,Roslindale,MA,42.28473,-71.127697
02132,West Roxbury,MA,42.27516,-71.14728
02133,Boston,MA,42.354273,-71.065367
02134,Allston,MA,42.358096,-71.130571
02135,Brighton,MA,42.35082,-71.11842
02136,Hyde Park,MA,42.25281,-71.129122
02138,Cambridge,MA,42.377465,-71.131249
02139,Cambridge,MA,42.366036,-71.103492
02140,Cambridge,MA,42.39235,-71.131259
02141,Cambridge,MA,42.368312,-71.082436
02142,Cambridge,MA,42.366561,-71.087556
02143,Somerville,MA,42.381835,-71.103174
02144,Somerville,MA,42.399028,-71.123138
02145,Somerville,MA,42.391409,-71.094721
02148,Malden,MA,42.43213,-71.056084
02149,Everett,MA,42.411501,-71.052188
02150,Chelsea,MA,42.397479,-71.035464
02151,Revere,MA,42.415223,-71.005325
02152,Winthrop,MA,42.37376,-70.980521
02155,Medford,MA,42.42132,-71.113443
02163,Boston,MA,42.369472,-71.124373
02169,Quincy,MA,42.240464,-71.014144
02170,Quincy,MA,42.268871,-71.02006
02171,Quincy,MA,42.285206,-71.025251
02176,Melrose,MA,42.459952,-71.05889
02180,Stoneham,MA,42.482637,-71.096392
02184,Braintree,MA,42.208818,-71.000729
02186,Milton,MA,42.249317,-71.074516
02189,East Weymouth,MA,42.213831,-70.932791
02188,Weymouth,MA,42.213792,-70.959371
02190,South Weymouth,MA,42.171028,-70.948119
02191,North Weymouth,MA,42.241032,-70.94326
02199,Boston,MA,42.345258,-71.078871
02201,Boston,MA,42.359359,-71.059528
02203,Boston,MA,42.365142,-71.070244
02204,Boston,MA,42.39503,-71.05027
02210,Boston,MA,42.345728,-71.042554
02206,Boston,MA,42.34445,-71.042166
02211,Boston,MA,42.358069,-71.056709
02212,Boston,MA,42.355722,-71.055772
02215,Boston,MA,42.344927,-71.101619
02217,Boston,MA,42.348526,-71.072994
02222,Boston,MA,42.362372,-71.066194
02241,Boston,MA,42.354861,-71.057266
02266,Boston,MA,42.349321,-71.059883
02293,Boston,MA,42.358203,-71.061092
02301,Brockton,MA,42.090314,-71.038674
02297,Boston,MA,42.358631,-71.056702
02302,Brockton,MA,42.083088,-70.999902
02322,Avon,MA,42.122045,-71.048657
02324,Bridgewater,MA,41.981411,-70.974124
02325,Bridgewater,MA,41.992179,-70.972402
02330,Carver,MA,41.880517,-70.767478
02332,Duxbury,MA,42.037692,-70.710603
02333,East Bridgewater,MA,42.029586,-70.942499
02338,Halifax,MA,42.001029,-70.851712
02339,Hanover,MA,42.130281,-70.846944
02340,Hanover,MA,42.110338,-70.812083
02341,Hanson,MA,42.055954,-70.868035
02343,Holbrook,MA,42.14803,-71.010637
02344,Middleboro,MA,41.894218,-70.920815
02346,Middleboro,MA,41.887265,-70.887189
02347,Lakeville,MA,41.831559,-70.953643
02348,Lakeville,MA,41.877314,-70.946435
02349,Middleboro,MA,41.870977,-70.90838
02351,Abington,MA,42.117783,-70.954203
02356,North Easton,MA,42.057491,-71.115498
02357,North Easton,MA,42.059436,-71.080861
02359,Pembroke,MA,42.063591,-70.805297
02360,Plymouth,MA,41.87292,-70.64142
02364,Kingston,MA,41.97954,-70.7451
02367,Plympton,MA,41.955248,-70.806097
02370,Rockland,MA,42.131755,-70.907783
02368,Randolph,MA,42.173512,-71.050595
02375,South Easton,MA,42.028515,-71.10088
02379,West Bridgewater,MA,42.018468,-71.013855
02382,Whitman,MA,42.081994,-70.937413
02420,Lexington,MA,42.455799,-71.215027
02421,Lexington,MA,42.448372,-71.233754
02446,Brookline,MA,42.344328,-71.122217
02445,Brookline,MA,42.332533,-71.129865
02451,Waltham,MA,42.399203,-71.26249
02452,Waltham,MA,42.39802,-71.220337
02453,Waltham,MA,42.369917,-71.236818
02458,Newton,MA,42.352515,-71.190702
02459,Newton Center,MA,42.308823,-71.191835
02460,Newtonville,MA,42.351054,-71.207393
02461,Newton Highlands,MA,42.314739,-71.208012
02462,Newton Lower Falls,MA,42.3312,-71.258208
02464,Newton Upper Falls,MA,42.311972,-71.220047
02466,Auburndale,MA,42.345147,-71.247889
02465,West Newton,MA,42.348882,-71.225607
02467,Chestnut Hill,MA,42.318527,-71.157052
02468,Waban,MA,42.326111,-71.231512
02472,Watertown,MA,42.371297,-71.180361
02474,Arlington,MA,42.420728,-71.158189
02477,Watertown,MA,42.377202,-71.15371
02478,Belmont,MA,42.394199,-71.180235
02476,Arlington,MA,42.411936,-71.176546
02481,Wellesley Hills,MA,42.316214,-71.265402
02482,Wellesley,MA,42.291931,-71.298538
02492,Needham,MA,42.276004,-71.243064
02493,Weston,MA,42.365885,-71.301028
02494,Needham Heights,MA,42.305022,-71.231767
02532,Buzzards Bay,MA,41.74104,-70.58892
02535,Chilmark,MA,41.334586,-70.746397
02536,East Falmouth,MA,41.583018,-70.565899
02537,East Sandwich,MA,41.726548,-70.440357
02538,East Wareham,MA,41.781003,-70.649757
02539,Edgartown,MA,41.391367,-70.529036
02540,Falmouth,MA,41.563155,-70.626053
02542,Buzzards Bay,MA,41.65872,-70.56726
02543,Woods Hole,MA,41.526561,-70.667528
02554,Nantucket,MA,41.275552,-70.091002
02556,North Falmouth,MA,41.64996,-70.624919
02559,Pocasset,MA,41.687784,-70.615331
02563,Sandwich,MA,41.726496,-70.48195
02562,Sagamore Beach,MA,41.794946,-70.527022
02568,Vineyard Haven,MA,41.45352,-70.5894
02571,Wareham,MA,41.748569,-70.710818
02576,West Wareham,MA,41.772096,-70.760191
02601,Hyannis,MA,41.651481,-70.295573
02630,Barnstable,MA,41.700109,-70.302083
02631,Brewster,MA,41.749983,-70.074588
02632,Centerville,MA,41.657957,-70.344642
02633,Chatham,MA,41.68534,-69.979668
02635,Cotuit,MA,41.62688,-70.43475
02639,Dennis Port,MA,41.662775,-70.133049
02638,Dennis,MA,41.733006,-70.199015
02642,Eastham,MA,41.823045,-69.988451
02644,Forestdale,MA,41.683249,-70.512191
02645,Harwich,MA,41.703441,-70.062208
02646,Harwich Port,MA,41.673644,-70.071486
02648,Marstons Mills,MA,41.671089,-70.408963
02649,Mashpee,MA,41.6328,-70.48872
02650,North Chatham,MA,41.702293,-69.968343
02653,Orleans,MA,41.781789,-69.980489
02655,Osterville,MA,41.631229,-70.382283
02657,Provincetown,MA,42.055479,-70.187283
02659,South Chatham,MA,41.680494,-70.02063
02660,South Dennis,MA,41.705465,-70.157465
02664,South Yarmouth,MA,41.668281,-70.193806
02667,Wellfleet,MA,41.931957,-70.085896
02668,West Barnstable,MA,41.70606,-70.36644
02671,West Harwich,MA,41.664741,-70.11016
02670,West Dennis,MA,41.660127,-70.167457
02673,West Yarmouth,MA,41.65284,-70.24122
02675,Yarmouth Port,MA,41.704063,-70.221541
02702,Assonet,MA,41.795588,-71.062877
02703,Attleboro,MA,41.93916,-71.3028
02715,Dighton,MA,41.819013,-71.135314
02719,Fairhaven,MA,41.636765,-70.891199
02720,Fall River,MA,41.716352,-71.13814
02718,East Taunton,MA,41.872147,-71.018465
02717,East Freetown,MA,41.768046,-70.971988
02721,Fall River,MA,41.685457,-71.15702
02723,Fall River,MA,41.694619,-71.12975
02724,Fall River,MA,41.683999,-71.177015
02725,Somerset,MA,41.723826,-71.17766
02726,Somerset,MA,41.753713,-71.146572
02738,Marion,MA,41.709414,-70.758377
02739,Mattapoisett,MA,41.662281,-70.805945
02740,New Bedford,MA,41.636223,-70.942002
02743,Acushnet,MA,41.71128,-70.90968
02744,New Bedford,MA,41.612432,-70.914928
02745,New Bedford,MA,41.695977,-70.938302
02746,New Bedford,MA,41.663407,-70.93623
02747,North Dartmouth,MA,41.64594,-70.99746
02748,South Dartmouth,MA,41.598019,-70.954047
02760,North Attleboro,MA,41.977034,-71.324788
02762,Plainville,MA,42.01251,-71.328629
02763,Attleboro Falls,MA,41.970895,-71.3046
02766,Norton,MA,41.971692,-71.18584
02764,North Dighton,MA,41.856622,-71.148635
02767,Raynham,MA,41.927678,-71.046473
02769,Rehoboth,MA,41.847903,-71.252629
02770,Rochester,MA,41.761866,-70.845819
02771,Seekonk,MA,41.83887,-71.323757
02777,Swansea,MA,41.756903,-71.222215
02779,Berkley,MA,41.827125,-71.080384
02780,Taunton,MA,41.904134,-71.10592
02783,Taunton,MA,42.01867,-71.053316
02790,Westport,MA,41.607558,-71.083877
02804,Ashaway,RI,41.425785,-71.774739
02806,Barrington,RI,41.744068,-71.315024
02808,Bradford,RI,41.405039,-71.750551
02809,Bristol,RI,41.68745,-71.270122
02812,Carolina,RI,41.477353,-71.646761
02814,Chepachet,RI,41.89885,-71.681285
02815,Clayville,RI,41.794176,-71.652718
02813,Charlestown,RI,41.411805,-71.644218
02816,Coventry,RI,41.690858,-71.588592
02817,West Greenwich,RI,41.624715,-71.626315
02818,East Greenwich,RI,41.639217,-71.502017
02822,Exeter,RI,41.555618,-71.626724
02825,Foster,RI,41.785822,-71.728016
02827,Greene,RI,41.697997,-71.733673
02828,Greenville,RI,41.874239,-71.552403
02831,Hope,RI,41.745013,-71.571255
02830,Harrisville,RI,41.976597,-71.656277
02833,Hopkinton,RI,41.470453,-71.776086
02832,Hope Valley,RI,41.50272,-71.73138
02835,Jamestown,RI,41.535161,-71.377788
02836,Kenyon,RI,41.448096,-71.620839
02837,Little Compton,RI,41.511254,-71.170707
02838,Manville,RI,41.968318,-71.474105
02839,Mapleville,RI,41.942142,-71.637583
02840,Newport,RI,41.475501,-71.309471
02841,Newport,RI,41.52842,-71.310732
02842,Middletown,RI,41.516863,-71.286792
02852,North Kingstown,RI,41.58434,-71.463799
02857,North Scituate,RI,41.83368,-71.64162
02858,Oakland,RI,41.962823,-71.645043
02859,Pascoag,RI,41.963364,-71.71745
02860,Pawtucket,RI,41.872972,-71.39274
02863,Central Falls,RI,41.887705,-71.393308
02861,Pawtucket,RI,41.88117,-71.355799
02864,Cumberland,RI,41.90328,-71.39238
02871,Portsmouth,RI,41.577598,-71.266115
02865,Lincoln,RI,41.910259,-71.438038
02874,Saunderstown,RI,41.51508,-71.46738
02875,Shannock,RI,41.457393,-71.639083
02877,Slocum,RI,41.536514,-71.527238
02878,Tiverton,RI,41.615063,-71.168688
02876,Slatersville,RI,41.99979,-71.58854
02879,Wakefield,RI,41.419674,-71.530513
02881,Kingston,RI,41.481802,-71.525113
02882,Narragansett,RI,41.43214,-71.468662
02885,Warren,RI,41.721913,-71.265238
02886,Warwick,RI,41.70272,-71.444271
02888,Warwick,RI,41.7487,-71.411872
02891,Westerly,RI,41.3622,-71.796
02889,Warwick,RI,41.709084,-71.386673
02893,West Warwick,RI,41.692019,-71.516302
02895,Woonsocket,RI,42.0039,-71.502576
02892,West Kingston,RI,41.502011,-71.593784
02894,Wood River Junction,RI,41.4501,-71.6916
02896,North Smithfield,RI,41.965954,-71.552269
02898,Wyoming,RI,41.523074,-71.691005
02903,Providence,RI,41.821633,-71.41267
02902,Providence,RI,41.824676,-71.41079
02904,Providence,RI,41.8329,-71.43756
02905,Providence,RI,41.789822,-71.404779
02906,Providence,RI,41.837825,-71.397886
02907,Providence,RI,41.82144,-71.4339
02908,Providence,RI,41.847393,-71.449537
02909,Providence,RI,41.820105,-71.45187
02910,Cranston,RI,41.777181,-71.436666
02911,North Providence,RI,41.852404,-71.469476
02912,Providence,RI,41.824987,-71.400763
02916,Rumford,RI,41.8398,-71.4162
02914,East Providence,RI,41.814172,-71.373425
02915,Riverside,RI,41.7852,-71.40726
02917,Smithfield,RI,41.85516,-71.49222
02918,Providence,RI,41.821945,-71.41915
02919,Johnston,RI,41.82083,-71.505188
02920,Cranston,RI,41.761799,-71.464351
02921,Cranston,RI,41.75918,-71.506674
03031,Amherst,NH,42.860306,-71.608545
03032,Auburn,NH,42.997422,-71.35159
03033,Brookline,NH,42.739053,-71.677821
03034,Candia,NH,43.050055,-71.305574
03036,Chester,NH,42.96656,-71.23999
03037,Deerfield,NH,43.140914,-71.247252
03038,Derry,NH,42.888158,-71.298963
03042,Epping,NH,43.04785,-71.076667
03043,Francestown,NH,43.002197,-71.866335
03045,Goffstown,NH,43.05924,-71.5794
03047,Greenfield,NH,42.952011,-71.909796
03044,Fremont,NH,42.973193,-71.112276
03046,Dunbarton,NH,43.101422,-71.618832
03048,Greenville,NH,42.74562,-71.7822
03051,Hudson,NH,42.769764,-71.420398
03052,Litchfield,NH,42.846506,-71.45923
03055,Milford,NH,42.829892,-71.659493
